student_id,gender,age,parent_education,family_income_band,travel_time_mins,study_hours_per_week,attendance_rate,past_failures,tutoring,internet_access,sleep_hours,screen_time_hours,extracurricular_hours,discipline_incidents,late_submissions,participation_score,quiz_avg,assignment_avg,midterm_score,behavior_label,final_score,performance_label
2044,F,21,high_school,low,7,14.9,0.971,0,1,1,7.87,5.63,2.81,1,2,41.8,90.2,45.4,78.0,Engaged,68.3,Medium
2045,Other,21,bachelor,middle,17,0.3,0.783,0,0,1,5.04,0.84,0.33,0,1,73.1,74.5,51.7,100.0,At-Risk,77.5,High
2046,M,15,bachelor,middle,23,13.6,0.857,1,0,1,7.35,2.38,5.88,0,1,28.6,67.6,48.4,86.9,Neutral,57.7,Medium
2047,M,19,bachelor,middle,0,13.2,0.716,0,0,1,7.77,4.03,2.87,0,1,61.2,56.4,81.6,57.6,Engaged,74.3,Medium
2048,F,18,master,low,29,22.1,0.863,1,0,1,7.16,4.13,0.96,1,1,72.2,47.4,66.4,60.5,Engaged,51.5,Medium
2049,M,21,bachelor,low,41,16.3,0.744,0,0,1,7.5,1.47,3.05,0,2,75.7,57.0,53.3,100.0,Neutral,77.2,High
2050,M,19,high_school,low,31,12.2,0.742,0,0,1,4.58,4.91,2.71,0,3,63.4,79.2,64.5,45.2,At-Risk,51.0,Medium
2051,Other,22,high_school,middle,12,18.2,0.849,0,0,0,5.71,5.31,1.85,1,3,61.4,70.3,57.9,56.6,Neutral,62.7,Medium
2052,M,18,bachelor,middle,10,13.2,0.966,0,0,1,8.54,2.88,1.61,0,0,73.5,78.8,45.0,39.7,Engaged,51.4,Medium
2053,M,20,bachelor,low,26,7.2,0.904,1,1,1,6.56,7.52,4.17,0,2,79.3,63.9,88.2,23.6,Neutral,61.4,Medium
2054,F,15,bachelor,middle,20,3.1,0.911,0,0,1,9.57,4.88,5.66,0,2,85.7,45.8,65.6,42.4,Engaged,60.7,Medium
2055,M,22,bachelor,middle,29,6.6,0.847,2,1,1,5.37,2.19,0.0,1,5,45.6,82.9,88.5,42.8,At-Risk,70.2,Medium
2056,M,16,bachelor,low,31,9.8,0.826,0,0,0,8.78,7.44,4.66,0,1,62.0,81.3,44.8,47.5,At-Risk,52.6,Medium
2057,F,18,bachelor,middle,38,11.1,0.939,0,0,0,6.17,3.15,2.24,1,3,32.1,65.3,76.1,72.2,Neutral,66.1,Medium
2058,M,21,master,middle,5,0.0,0.804,0,1,1,7.93,4.56,2.67,0,0,44.5,72.0,44.9,59.8,At-Risk,53.3,Medium
2059,M,22,none,middle,25,8.7,0.943,0,1,1,6.55,3.23,4.9,0,2,54.4,71.0,100.0,80.2,Neutral,76.5,High
2060,M,18,bachelor,high,17,10.2,0.984,2,1,1,7.04,5.45,0.0,2,1,78.0,53.6,40.3,63.0,At-Risk,45.8,Low
2061,F,18,bachelor,high,21,13.3,0.776,0,0,1,7.61,3.24,3.83,1,1,57.8,57.3,96.7,63.6,Neutral,67.7,Medium
2062,M,15,none,low,35,19.8,0.791,0,0,1,6.16,3.36,4.76,0,1,60.7,45.6,67.7,54.2,Engaged,49.2,Low
2063,F,22,bachelor,low,37,11.1,0.805,1,0,1,7.86,3.88,0.82,0,3,69.5,57.3,65.1,98.9,At-Risk,68.1,Medium
2064,M,15,bachelor,low,43,4.5,0.713,0,1,0,6.58,3.2,0.0,1,5,54.9,80.6,77.4,51.5,At-Risk,66.4,Medium
2065,M,15,bachelor,low,28,0.0,0.813,0,1,1,7.11,6.34,5.48,0,3,35.1,77.1,53.0,78.3,At-Risk,69.4,Medium
2066,F,18,bachelor,middle,20,14.1,0.99,0,0,1,3.73,1.68,0.0,0,2,53.8,72.1,80.6,36.4,Engaged,60.3,Medium
2067,F,15,high_school,high,18,4.8,0.755,0,0,1,6.5,4.13,3.04,0,0,63.2,79.3,81.7,55.1,Neutral,69.0,Medium
2068,F,16,high_school,high,0,15.2,0.993,1,0,1,8.42,4.38,4.25,0,0,72.0,55.4,68.2,100.0,Engaged,73.2,Medium
2069,M,20,high_school,low,42,18.4,0.817,0,1,1,7.73,3.95,2.99,0,1,61.9,40.9,72.0,73.7,Engaged,72.6,Medium
2070,F,20,high_school,middle,17,0.7,1.0,0,0,1,7.96,6.14,3.33,0,2,71.8,59.2,98.9,32.0,Neutral,63.0,Medium
2071,F,17,bachelor,low,30,13.3,0.792,2,1,1,6.96,1.19,1.67,1,0,78.9,60.6,78.4,39.4,Neutral,49.1,Low
2072,M,21,master,middle,32,17.8,0.846,0,0,1,8.91,5.34,3.13,0,1,81.8,74.2,55.5,92.0,Engaged,71.1,Medium
2073,M,19,bachelor,low,3,16.1,0.769,0,1,1,7.25,1.71,0.78,0,1,67.6,71.2,80.0,61.8,Engaged,71.4,Medium
2074,F,16,high_school,high,8,0.0,0.791,3,1,1,6.11,3.18,1.04,0,0,47.9,80.2,59.4,54.5,At-Risk,50.9,Medium
2075,M,20,high_school,high,45,4.9,0.994,0,0,0,7.93,1.5,2.27,1,0,46.3,25.7,56.3,44.4,Neutral,45.8,Low
2076,F,19,high_school,low,26,2.3,0.907,0,1,0,8.01,3.54,0.0,0,2,47.7,47.6,76.2,53.7,At-Risk,59.4,Medium
2077,F,21,bachelor,middle,13,13.1,0.963,1,0,0,7.66,3.04,3.35,0,3,48.9,60.4,51.9,88.3,Neutral,63.4,Medium
2078,M,16,high_school,middle,20,12.5,0.728,0,0,1,6.42,7.48,0.0,2,3,66.5,70.6,68.7,46.0,At-Risk,59.9,Medium
2079,M,16,bachelor,middle,38,0.0,0.925,2,1,0,7.24,4.68,2.93,1,1,93.3,99.7,78.8,48.0,At-Risk,68.7,Medium
2080,M,17,bachelor,middle,36,8.2,0.763,0,0,1,8.57,5.08,3.11,2,2,68.2,44.4,98.6,72.0,At-Risk,73.5,Medium
2081,M,17,bachelor,low,0,14.8,0.726,0,0,1,7.47,1.98,0.61,0,1,63.7,49.2,78.2,39.2,Engaged,55.9,Medium
2082,M,22,high_school,middle,47,10.9,0.884,0,0,1,5.13,5.68,0.0,0,0,79.4,54.4,44.5,41.3,Engaged,48.8,Low
2083,F,20,high_school,low,36,10.9,0.883,0,1,1,6.15,7.48,1.38,2,0,52.6,48.6,47.0,60.1,At-Risk,54.2,Medium
2084,M,19,bachelor,middle,20,7.8,0.865,2,0,1,6.09,5.94,3.48,0,1,80.6,46.0,95.6,60.6,Engaged,64.6,Medium
2085,F,19,bachelor,low,4,3.6,0.932,0,0,1,5.99,1.58,2.89,0,4,79.5,62.8,57.9,43.8,Neutral,46.2,Low
2086,M,22,none,middle,38,9.9,0.947,0,0,1,4.37,3.27,0.0,0,2,65.9,79.7,43.7,69.5,Neutral,52.6,Medium
2087,M,18,master,middle,29,10.3,1.0,0,0,1,9.17,4.42,2.41,0,1,96.4,64.1,51.9,64.4,Engaged,69.2,Medium
2088,M,16,bachelor,low,0,13.7,0.741,0,0,1,5.85,3.05,2.72,0,3,81.7,46.5,80.7,20.5,At-Risk,51.7,Medium
2089,F,16,bachelor,middle,19,14.2,1.0,0,0,1,5.94,9.27,2.64,1,2,65.7,58.5,69.8,75.6,Engaged,65.3,Medium
2090,M,17,high_school,middle,69,10.5,1.0,0,1,1,4.57,3.24,0.23,0,1,62.8,43.3,78.4,48.6,Engaged,71.2,Medium
2091,M,20,high_school,low,22,16.6,0.823,0,0,1,7.94,4.11,2.51,0,0,58.5,79.7,67.5,76.1,Neutral,91.8,High
2092,F,18,high_school,middle,11,7.8,0.693,2,1,1,6.79,3.0,4.04,1,0,63.0,88.5,50.4,100.0,At-Risk,64.5,Medium
2093,F,18,high_school,middle,7,1.3,0.722,2,1,1,6.48,4.66,3.27,0,2,63.5,33.3,39.4,58.7,At-Risk,42.7,Low
2094,M,18,bachelor,middle,49,12.9,0.814,0,0,1,6.54,6.96,3.02,0,2,60.2,66.1,54.6,47.1,Engaged,59.9,Medium
2095,F,22,bachelor,middle,35,10.8,1.0,1,1,1,7.61,4.43,5.49,1,3,61.8,48.0,69.9,87.6,Neutral,59.3,Medium
2096,M,22,master,middle,43,13.0,0.862,0,0,1,6.32,3.76,2.54,0,1,47.1,63.1,49.1,43.2,Neutral,44.4,Low
2097,M,16,master,middle,26,2.4,0.798,0,0,1,4.51,2.05,0.52,1,0,56.5,60.5,83.7,97.8,At-Risk,86.3,High
2098,F,15,high_school,low,41,20.7,0.791,0,0,0,5.35,6.62,0.52,0,0,41.0,37.9,52.0,50.7,Neutral,50.5,Medium
2099,M,16,high_school,low,9,14.3,0.728,1,1,0,5.29,3.91,2.55,2,0,71.2,83.8,41.6,47.5,Neutral,51.0,Medium
2100,M,21,bachelor,low,24,8.3,0.947,0,0,1,7.23,3.83,0.0,1,2,66.2,59.3,68.0,100.0,Engaged,65.1,Medium
2101,F,18,phd,high,26,4.4,0.851,0,0,1,8.02,0.0,1.58,1,2,63.2,53.5,80.2,67.3,At-Risk,68.9,Medium
2102,M,21,master,high,43,16.5,1.0,0,0,1,8.66,3.95,3.13,0,1,78.3,64.1,91.9,92.4,Engaged,76.5,High
2103,F,20,none,middle,27,3.4,0.923,0,0,1,4.94,3.4,4.54,2,1,52.0,46.3,42.2,59.5,At-Risk,43.9,Low
2104,F,19,high_school,low,13,23.6,0.943,1,1,1,7.64,0.55,0.0,1,3,54.3,58.7,90.8,58.1,Neutral,63.9,Medium
2105,F,17,none,middle,23,6.3,0.836,0,0,1,6.16,6.18,2.4,0,1,42.8,28.9,71.0,1.5,At-Risk,37.9,Low
2106,F,17,master,middle,0,20.3,0.751,1,1,1,10.0,3.13,2.06,0,0,80.3,19.6,58.1,80.2,Engaged,50.7,Medium
2107,F,16,bachelor,middle,0,8.9,0.773,0,1,1,8.56,7.99,2.28,0,2,74.1,44.5,78.9,67.7,At-Risk,62.1,Medium
2108,Other,19,bachelor,low,34,19.5,0.723,0,0,0,8.94,7.03,2.48,1,1,84.9,52.4,89.7,57.8,Engaged,72.5,Medium
2109,M,17,bachelor,high,16,5.6,0.951,1,0,1,7.86,2.76,2.14,0,1,88.7,30.4,41.1,71.8,Engaged,50.5,Medium
2110,M,17,high_school,low,18,10.1,0.822,0,0,1,7.36,6.94,4.98,0,2,58.6,53.0,61.1,60.8,At-Risk,59.2,Medium
2111,F,15,bachelor,low,34,14.8,0.955,0,0,1,6.42,7.42,4.69,0,3,54.3,52.4,59.3,41.1,Neutral,55.4,Medium
2112,F,21,none,high,43,14.0,0.874,0,0,1,6.18,3.08,6.49,0,0,38.1,60.9,78.0,67.3,Neutral,65.1,Medium
2113,M,22,bachelor,middle,30,16.6,0.831,0,0,1,5.94,2.13,2.18,0,1,48.5,73.1,91.4,56.2,At-Risk,76.6,High
2114,F,18,bachelor,middle,51,7.1,0.743,0,1,0,7.64,0.0,1.38,0,2,60.1,92.8,69.2,74.8,At-Risk,80.9,High
2115,M,19,bachelor,middle,30,10.5,0.89,0,0,1,8.77,4.96,0.26,1,1,34.1,69.7,63.3,54.4,At-Risk,56.5,Medium
2116,F,22,high_school,high,27,17.5,0.838,1,0,1,6.47,2.25,1.16,0,0,48.8,44.3,75.1,50.6,Engaged,62.0,Medium
2117,M,19,master,low,26,5.8,0.95,1,0,1,6.03,5.02,3.63,0,1,63.8,74.0,64.2,49.1,Engaged,63.1,Medium
2118,M,19,bachelor,middle,3,13.4,0.788,0,1,1,5.12,3.06,3.94,1,1,78.4,87.2,33.3,42.3,Engaged,56.4,Medium
2119,M,18,high_school,low,36,8.7,0.922,0,0,1,7.19,2.64,3.55,0,2,54.2,41.8,76.3,49.5,Neutral,69.2,Medium
2120,M,19,high_school,low,0,11.2,1.0,0,0,0,8.38,3.08,0.87,1,1,66.9,42.8,83.8,68.6,Neutral,69.1,Medium
2121,M,19,bachelor,middle,13,10.5,0.887,1,0,1,8.44,1.6,0.88,0,2,93.0,36.4,85.2,45.0,Engaged,51.2,Medium
2122,M,20,high_school,middle,22,5.3,0.939,0,1,1,8.55,3.08,6.11,0,2,37.9,51.8,49.5,36.5,Neutral,52.4,Medium
2123,M,19,high_school,low,10,8.4,0.917,1,0,1,7.4,2.73,0.54,1,0,81.3,68.7,77.7,75.8,At-Risk,72.7,Medium
2124,M,19,high_school,middle,15,10.9,1.0,0,0,1,7.01,4.17,5.03,2,3,70.7,88.7,92.5,57.2,Neutral,69.7,Medium
2125,M,15,high_school,middle,50,9.4,0.897,0,0,0,8.44,4.41,3.01,0,2,84.0,78.1,100.0,75.4,At-Risk,72.0,Medium
2126,M,22,bachelor,middle,39,19.4,0.93,0,0,1,5.57,2.06,0.73,1,0,79.5,68.9,75.7,55.6,Engaged,68.1,Medium
2127,M,22,bachelor,middle,12,16.1,0.856,0,0,0,6.37,6.4,0.0,0,0,55.1,62.8,83.7,48.6,Neutral,73.8,Medium
2128,M,16,high_school,middle,15,11.7,0.783,0,0,0,8.95,3.88,0.82,0,0,65.0,69.0,52.1,25.1,Engaged,56.6,Medium
2129,M,17,bachelor,middle,3,5.4,0.739,0,0,1,5.61,7.2,3.04,0,3,43.1,70.1,50.0,37.4,At-Risk,52.3,Medium
2130,M,22,high_school,middle,33,5.1,0.987,1,0,0,6.86,4.68,0.38,2,0,57.2,85.5,83.8,42.5,At-Risk,77.8,High
2131,M,17,high_school,middle,18,21.8,0.759,0,0,1,7.66,4.34,5.31,1,1,65.4,61.6,35.4,65.6,Neutral,53.9,Medium
2132,F,21,high_school,middle,0,3.9,0.935,1,1,1,7.0,3.22,1.78,1,1,69.6,66.7,70.5,57.8,Neutral,65.2,Medium
2133,Other,21,bachelor,low,24,10.7,0.902,0,0,1,8.28,5.43,3.6,0,0,76.8,54.6,90.9,39.5,Neutral,67.6,Medium
2134,F,21,master,low,29,12.2,0.952,0,1,1,8.73,4.27,3.44,0,2,88.7,64.0,79.4,4.4,Engaged,51.2,Medium
2135,F,15,bachelor,low,36,8.1,0.809,0,1,1,7.48,5.92,5.44,1,1,58.5,57.4,79.3,69.3,Neutral,64.2,Medium
2136,F,18,none,middle,21,4.0,0.781,0,0,0,8.57,7.41,1.32,2,0,82.2,40.6,67.2,77.5,At-Risk,56.5,Medium
2137,M,19,high_school,high,16,5.3,0.898,0,0,1,5.79,2.75,2.41,0,2,69.0,77.7,61.4,79.3,Neutral,68.8,Medium
2138,F,21,high_school,middle,52,6.7,0.831,0,0,1,6.71,5.43,0.0,0,1,45.4,88.8,100.0,40.7,At-Risk,81.9,High
2139,F,16,master,middle,22,5.7,0.737,0,0,0,9.79,5.37,2.41,0,0,62.7,61.3,87.7,80.5,Engaged,68.9,Medium
2140,F,17,none,middle,33,18.0,1.0,2,1,1,9.23,5.12,4.48,0,1,66.7,68.0,81.5,71.3,Neutral,68.1,Medium
2141,F,16,master,middle,14,9.9,0.781,0,0,1,5.37,3.33,2.64,0,4,52.4,77.5,68.4,71.2,At-Risk,73.3,Medium
2142,M,21,bachelor,middle,32,6.9,0.761,0,0,0,6.88,3.37,6.83,0,3,49.4,59.4,58.7,47.8,Neutral,52.2,Medium
2143,F,22,bachelor,middle,0,10.6,0.836,1,0,1,7.06,3.03,3.24,1,0,48.9,65.4,85.3,57.3,Neutral,66.9,Medium
2144,F,16,master,middle,15,14.0,0.985,0,0,1,7.4,2.99,1.12,0,0,56.8,58.1,63.1,96.6,Engaged,73.2,Medium
2145,M,16,none,low,4,7.9,0.643,3,1,1,8.43,2.52,3.11,0,0,52.0,52.1,69.3,93.5,At-Risk,78.9,High
2146,F,17,bachelor,middle,13,15.4,0.977,0,0,0,9.11,3.99,0.0,0,3,83.5,71.4,77.9,59.0,Engaged,72.9,Medium
2147,M,22,high_school,middle,41,2.4,0.769,0,0,1,6.94,2.68,0.6,0,2,28.2,71.2,71.4,63.8,At-Risk,69.1,Medium
2148,Other,18,master,middle,13,17.0,0.886,0,0,1,8.25,5.07,0.0,0,2,66.7,78.6,92.8,16.1,Engaged,65.0,Medium
2149,F,17,bachelor,high,33,9.9,0.792,0,0,1,7.68,4.31,2.23,1,0,72.9,61.9,46.9,84.1,Engaged,66.3,Medium
2150,M,17,none,middle,45,9.7,1.0,0,1,1,6.87,4.54,2.08,0,2,50.6,40.4,69.1,74.9,At-Risk,78.8,High
2151,F,19,master,middle,22,5.8,0.872,0,0,1,4.86,3.65,4.61,1,1,61.5,81.9,100.0,66.9,At-Risk,79.8,High
2152,M,18,none,low,37,2.6,0.789,0,1,1,8.12,4.34,2.0,0,2,59.9,48.8,82.4,48.0,At-Risk,65.3,Medium
2153,F,16,high_school,middle,30,0.0,0.83,0,1,1,7.63,3.71,0.19,0,3,63.8,48.5,64.8,61.3,At-Risk,61.7,Medium
2154,F,21,bachelor,middle,24,5.4,0.869,0,0,0,7.37,5.76,5.32,0,1,74.9,52.4,80.8,89.3,Engaged,81.3,High
2155,F,18,bachelor,high,33,13.5,0.878,0,0,1,5.72,3.32,0.0,0,4,73.6,30.6,67.2,67.2,At-Risk,66.3,Medium
2156,F,17,master,middle,50,4.2,0.904,0,0,1,9.25,4.95,2.28,0,1,56.0,58.1,91.5,100.0,Neutral,81.1,High
2157,M,20,bachelor,low,12,0.7,0.86,0,0,1,7.08,1.59,2.64,0,0,42.4,73.1,81.1,76.2,At-Risk,80.8,High
2158,M,20,bachelor,middle,8,4.5,0.722,0,1,1,5.53,5.62,2.18,1,2,67.5,54.2,54.1,41.6,At-Risk,53.0,Medium
2159,M,16,high_school,high,7,7.7,0.826,0,0,1,5.34,3.08,3.2,1,2,55.1,86.1,71.8,51.8,Neutral,58.9,Medium
2160,M,15,high_school,middle,37,7.9,0.921,0,1,1,7.71,2.38,2.42,0,1,57.1,85.0,74.7,45.8,Neutral,78.2,High
2161,M,15,master,middle,39,9.2,0.793,0,0,1,7.75,1.92,3.2,1,2,68.4,78.0,75.5,77.2,Engaged,83.2,High
2162,M,21,high_school,middle,14,16.2,0.927,2,0,1,6.34,1.76,1.0,0,0,58.5,27.2,73.1,83.1,Engaged,66.5,Medium
2163,M,20,bachelor,middle,0,17.5,0.863,0,0,1,7.46,3.24,0.0,0,2,69.6,87.8,77.0,94.3,Engaged,80.0,High
2164,M,21,high_school,low,12,22.0,0.838,0,0,1,7.7,7.2,2.11,0,0,100.0,57.7,74.7,53.4,Neutral,56.8,Medium
2165,F,20,high_school,low,30,0.3,0.979,0,0,1,7.07,2.91,0.15,0,2,75.3,92.2,56.5,69.4,Neutral,75.3,High
2166,M,18,bachelor,middle,21,4.9,0.686,0,0,1,6.06,0.0,0.74,0,4,85.2,51.1,60.7,85.6,Engaged,56.1,Medium
2167,F,19,bachelor,high,25,14.2,0.792,0,0,0,8.05,4.93,4.52,0,2,72.7,59.5,63.9,91.0,Engaged,64.6,Medium
2168,M,20,bachelor,high,14,7.3,0.983,1,1,1,7.91,1.97,5.32,0,0,66.2,63.6,69.5,35.4,Engaged,62.4,Medium
2169,M,18,master,low,37,15.2,1.0,0,0,1,7.58,5.83,4.49,0,2,72.9,45.2,64.0,72.4,Engaged,67.8,Medium
2170,F,22,high_school,low,27,11.2,1.0,3,0,1,5.9,3.36,4.11,0,1,72.2,32.8,85.6,36.1,Engaged,48.5,Low
2171,M,22,bachelor,low,31,19.5,0.865,2,0,1,5.3,3.65,2.32,0,1,77.9,18.8,52.6,48.0,Engaged,38.9,Low
2172,M,21,none,middle,24,16.3,0.906,0,0,1,6.99,6.59,4.23,0,1,65.9,100.0,40.2,33.9,Engaged,56.6,Medium
2173,F,22,bachelor,middle,30,16.4,0.942,0,0,1,8.02,5.44,2.91,0,1,45.4,32.0,99.5,47.6,Engaged,60.0,Medium
2174,M,18,high_school,high,29,7.5,0.988,0,0,1,8.15,1.71,6.09,0,3,43.0,32.2,54.9,31.0,Engaged,41.2,Low
2175,M,15,bachelor,low,8,9.4,0.891,1,0,1,7.6,2.0,0.36,3,2,71.9,72.3,85.6,36.4,At-Risk,50.1,Medium
2176,F,18,high_school,middle,28,8.2,0.953,0,0,1,6.36,0.63,3.55,0,0,48.1,36.4,77.7,41.9,At-Risk,62.8,Medium
2177,M,20,master,middle,34,1.0,0.906,0,0,1,5.93,9.41,0.0,0,1,75.3,33.0,55.5,66.1,At-Risk,72.3,Medium
2178,F,21,master,low,39,18.8,0.912,0,0,1,6.88,2.47,3.56,2,2,85.1,10.3,65.9,60.7,Neutral,48.9,Low
2179,M,18,master,high,28,14.5,0.768,0,0,1,6.89,6.54,0.0,0,1,61.7,67.3,63.5,27.1,Neutral,61.0,Medium
2180,F,17,none,middle,8,7.9,0.827,0,0,1,8.23,3.14,0.0,0,1,83.2,42.7,73.7,100.0,Engaged,72.2,Medium
2181,F,18,phd,low,10,17.8,0.808,1,1,1,6.32,2.04,0.0,0,1,68.9,73.6,55.7,50.2,Engaged,52.5,Medium
2182,F,21,high_school,low,15,6.2,0.741,0,0,1,6.42,4.24,2.7,0,1,65.4,60.6,65.2,33.4,Neutral,67.9,Medium
2183,F,15,high_school,high,25,0.0,0.695,1,0,1,9.37,3.55,2.91,0,1,66.1,63.5,67.4,71.7,At-Risk,59.4,Medium
2184,M,17,high_school,middle,20,16.0,0.818,0,0,1,8.76,5.8,7.1,0,1,52.5,53.8,85.6,59.9,At-Risk,74.2,Medium
2185,F,16,high_school,middle,5,2.3,0.834,0,0,1,5.84,5.83,2.02,1,2,50.6,57.0,61.4,43.7,At-Risk,55.3,Medium
2186,M,21,bachelor,middle,5,8.8,0.871,0,1,1,8.66,3.02,3.75,1,2,40.3,45.9,52.4,67.8,At-Risk,65.8,Medium
2187,F,18,high_school,middle,0,11.2,0.916,0,1,1,5.55,1.32,2.52,0,1,54.0,47.6,59.3,46.6,Neutral,57.4,Medium
2188,F,15,high_school,middle,0,12.3,0.879,0,1,0,6.38,1.81,3.58,0,1,97.1,42.3,73.9,54.1,Engaged,56.5,Medium
2189,M,17,bachelor,high,20,15.1,0.834,0,0,0,6.52,0.0,2.49,0,4,42.6,89.3,39.7,89.3,At-Risk,63.4,Medium
2190,F,15,master,low,57,13.5,0.768,0,0,1,6.81,3.65,4.4,1,1,47.4,54.9,87.2,62.5,At-Risk,82.6,High
2191,M,18,bachelor,middle,49,13.3,0.948,1,0,1,7.64,4.18,0.09,0,1,52.9,21.2,68.3,72.3,Engaged,58.8,Medium
2192,F,22,bachelor,low,7,5.3,0.85,0,1,1,7.03,1.91,0.0,0,2,53.6,66.7,74.9,49.6,Neutral,80.3,High
2193,F,19,high_school,low,24,11.8,0.817,1,0,1,7.64,1.67,3.03,0,1,69.0,47.5,71.5,63.1,Neutral,58.3,Medium
2194,M,21,master,middle,0,1.0,0.841,0,0,1,6.42,4.17,0.0,0,3,55.8,61.2,57.3,44.6,At-Risk,58.4,Medium
2195,F,20,none,high,2,19.4,0.787,0,0,1,7.35,2.94,4.82,0,3,62.0,57.1,50.7,43.7,Neutral,42.3,Low
2196,F,22,high_school,low,4,1.6,0.807,1,1,1,6.99,3.77,1.1,0,4,52.3,88.8,56.8,51.8,At-Risk,62.4,Medium
2197,M,17,none,middle,19,7.9,0.804,1,0,1,5.23,3.47,0.12,0,2,57.9,55.1,43.9,46.1,Neutral,59.8,Medium
2198,F,22,bachelor,middle,19,2.1,0.831,1,0,1,7.48,4.7,7.6,0,0,64.1,76.7,73.6,80.8,At-Risk,70.3,Medium
2199,M,16,high_school,low,26,5.6,0.926,1,1,1,7.02,3.07,2.16,0,1,63.0,74.8,65.4,71.6,Engaged,67.7,Medium
2200,F,18,bachelor,middle,32,10.1,0.901,0,0,1,6.04,3.22,1.78,1,2,94.7,37.4,43.5,14.2,Engaged,39.6,Low
2201,M,20,high_school,high,17,6.8,1.0,3,1,1,6.39,0.44,3.7,0,0,64.6,65.4,58.1,94.5,Neutral,71.2,Medium
2202,F,17,bachelor,low,23,16.9,0.981,0,0,0,6.42,4.1,3.83,0,1,61.9,48.4,78.4,72.8,Engaged,81.6,High
2203,F,17,bachelor,low,6,11.4,1.0,0,1,1,6.61,4.38,4.48,0,2,27.5,40.2,88.7,82.9,Engaged,75.5,High
2204,M,16,none,high,2,7.2,0.916,0,1,1,9.01,3.84,0.0,0,4,68.6,40.3,47.5,56.6,Neutral,52.3,Medium
2205,M,15,high_school,low,0,9.2,0.914,0,0,0,9.41,8.02,3.27,0,1,35.4,76.8,100.0,30.1,At-Risk,73.3,Medium
2206,F,19,bachelor,low,32,17.3,0.811,0,1,1,3.63,4.53,1.61,1,3,73.3,100.0,52.6,33.5,Neutral,53.9,Medium
2207,F,22,bachelor,high,17,15.5,0.943,0,0,1,7.49,3.89,0.36,0,1,67.1,47.5,40.7,94.1,Engaged,55.0,Medium
2208,M,16,none,high,0,3.2,0.794,0,0,1,8.05,5.2,2.3,1,2,77.0,65.9,96.1,27.5,At-Risk,54.8,Medium
2209,M,18,bachelor,middle,21,5.9,0.713,1,0,1,6.64,8.43,0.0,0,3,55.5,67.6,51.3,31.1,At-Risk,26.0,Low
2210,M,22,high_school,middle,3,12.8,1.0,0,0,1,8.01,4.71,4.05,0,4,65.4,52.5,92.4,51.3,Engaged,66.3,Medium
2211,Other,21,none,high,47,12.1,0.735,0,0,1,8.89,0.0,1.62,0,0,75.1,87.3,57.4,32.3,Engaged,51.2,Medium
2212,M,15,high_school,middle,13,3.7,0.904,0,0,0,5.25,5.06,1.24,0,1,51.1,100.0,63.3,70.7,Engaged,73.2,Medium
2213,F,19,bachelor,middle,32,14.5,0.772,1,1,1,7.06,2.44,1.92,1,1,74.2,51.2,47.1,72.2,Neutral,63.1,Medium
2214,F,16,high_school,middle,38,4.7,0.973,1,1,1,9.25,0.36,1.86,0,3,73.5,93.2,88.4,68.3,Engaged,76.3,High
2215,F,16,bachelor,middle,8,17.8,0.986,0,0,1,5.41,7.6,4.48,1,1,63.0,52.2,86.2,47.7,Neutral,69.3,Medium
2216,M,16,high_school,middle,23,13.2,0.913,1,0,1,6.76,7.16,0.01,0,1,88.7,44.5,57.4,65.8,Engaged,47.1,Low
2217,M,19,bachelor,middle,30,3.2,0.985,0,0,0,6.36,2.39,1.44,1,2,72.7,59.5,66.8,95.7,At-Risk,69.5,Medium
2218,F,16,high_school,middle,24,6.8,0.861,1,0,1,8.16,2.4,1.77,1,1,39.9,77.6,78.6,31.3,At-Risk,70.7,Medium
2219,F,17,bachelor,middle,27,6.7,1.0,0,1,1,8.33,4.52,0.07,0,0,79.8,60.1,60.5,82.3,Engaged,71.3,Medium
2220,M,16,bachelor,middle,2,11.0,0.935,0,1,1,7.09,2.43,2.52,1,1,55.1,75.3,89.8,76.2,Neutral,91.0,High
2221,M,17,high_school,middle,30,8.8,0.77,0,0,1,6.94,3.93,0.75,1,2,77.0,66.1,66.3,57.9,At-Risk,75.7,High
2222,M,20,none,middle,15,3.1,0.867,0,0,1,4.84,2.77,0.0,0,1,69.4,86.4,59.7,63.3,At-Risk,66.6,Medium
2223,M,18,bachelor,middle,27,1.6,0.845,0,0,1,8.61,3.4,3.25,3,1,25.4,71.6,42.7,67.1,At-Risk,52.8,Medium
2224,M,17,phd,low,36,13.3,0.835,0,0,1,6.48,1.39,5.29,0,2,74.1,89.5,47.3,40.5,Neutral,44.5,Low
2225,F,19,master,low,32,11.7,0.694,0,0,1,6.73,5.85,2.3,0,0,61.7,46.6,77.4,27.4,Engaged,55.7,Medium
2226,M,19,high_school,low,27,10.6,0.899,0,0,0,8.07,6.61,1.99,0,4,58.1,58.3,71.8,78.1,Neutral,70.4,Medium
2227,F,15,bachelor,middle,32,11.6,0.721,0,0,1,7.14,4.0,1.95,2,2,58.7,62.0,81.1,35.1,At-Risk,61.8,Medium
2228,M,22,high_school,middle,32,6.3,0.607,0,0,1,8.1,4.13,1.17,0,0,76.8,46.6,59.0,38.1,Neutral,58.1,Medium
2229,M,22,high_school,low,44,11.1,0.826,1,1,1,7.62,5.46,4.54,1,2,51.2,43.9,41.7,49.7,At-Risk,39.9,Low
